id,stratum,pmcid,doi,source_doi,license_pool,has_structure,source_url,ir_bands_preview,auditor,source_found,bands_match,truncation_artifact,pairing_ok,completeness,name_structure_ok,confidence,notes
UGEFRPJVXVSYTQ-UHFFFAOYSA-N,F,PMC10674426,,PMC:10674426,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10674426/,3409;3069;3036;1232;1189;1070;607,Rudra,Y,exact,N,Y,full,Y,5,
UYTUKXOQRAUZNO-UHFFFAOYSA-N,F,PMC12300679,,PMC:12300679,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12300679/,1127;1597;1670;2492;2677;2939,Rudra,Y,exact,N,Y,full,Y,5,
VRJYWOFDFXIKCX-PXNMLYILSA-N,F,PMC8839324,,PMC:8839324,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8839324/,3356;1707;1670;1595;1572,Rudra,Y,exact,N,Y,full,Y,4,
3030dd3b09611753475e,G,PMC12473042,,PMC:12473042,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12473042/,3220;1693;1557;1505;1378;1316;1280;1217;...,Rudra,Y,exact,N,N,full,N,5,
364341c4477ebf0120ce,G,PMC11510641,,PMC:11510641,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11510641/,2745;1694;1435;1251;1201;973;807,Rudra,Y,exact,N,Y,full,Y,4,
46c7d80e45737e7cba0b,G,PMC8540948,,PMC:8540948,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8540948/,3470;3071;3052;2897;1756;1692;1606;1593,Rudra,Y,exact,N,Y,full,Y,4,
59e6104f21df7b6987e8,G,PMC8839254,,PMC:8839254,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8839254/,3420;3335;3066;2957;1682;1631;1583,Rudra,Y,exact,N,Y,full,Y,4,
669bed5918db68ce0431,G,PMC9864514,,PMC:9864514,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9864514/,3304;2932;2832;1609;1579;1515;1478;1258;...,Rudra,Y,exact,N,Y,full,Y,3,
7dbb7716fd7b3a480306,G,PMC12114351,,PMC:12114351,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12114351/,3376;2991;2928;2162;1980;1824;1637,Rudra,Y,exact,N,Y,full,Y,5,
95f3f1786758cd5ef345,G,PMC7397154,,PMC:7397154,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7397154/,3544;3496;2983;2927;2872;1592;1504;1463;...,Rudra,Y,exact,N,Y,full,Y,5,
DLWJTDLWROUBGG-UHFFFAOYSA-N,G,PMC7144554,,PMC:7144554,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7144554/,3350;1686;1618;1589,Rudra,Y,exact,N,Y,full,Y,5,
DZQOZJKJKGZMAQ-VCHYOVAHSA-N,G,PMC6269687,,PMC:6269687,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6269687/,3350;3310;1650;1632;1248,Rudra,Y,exact,N,Y,full,Y,5,
GWFPHDWKYYTPPD-UHFFFAOYSA-N,G,PMC10420183,,PMC:10420183,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10420183/,3308;2928;1682;1591;1456;1265;1165;976;...,Rudra,Y,exact,N,Y,full,Y,3,
GYYLIPBJJDTBNK-UHFFFAOYSA-N,G,PMC11396203,,PMC:11396203,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11396203/,3429;3271;1703;1593;1544;1472;1250;758;...,Rudra,Y,exact,N,Y,full,Y,5,
HVZHQGVMMPMSMP-UHFFFAOYSA-N,G,PMC10303221,,PMC:10303221,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10303221/,3500;3100;1600;1500;1470,Rudra,Y,exact,N,Y,full,Y,3,
JILSUTGCWNFZGS-OKYODZEPSA-N,G,PMC11397646,,PMC:11397646,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11397646/,1755;1646;1602;1522;1246;1221;1082;1062;...,Rudra,Y,exact,N,Y,full,Y,3,
LCRQOZYSKZDRLX-AYBZEELNSA-N,G,PMC6271873,,PMC:6271873,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6271873/,3281;2961;1603;1512;1325;1024;748;692,Rudra,Y,exact,N,Y,full,Y,3,
MDFOMTUHPWDBGY-UHFFFAOYSA-N,G,PMC7070320,,PMC:7070320,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7070320/,3182;3066;2937;2902;1924;1675;1596;1486;...,Rudra,Y,exact,N,Y,full,Y,5,
ZAJPZZWXXSBOGS-UHFFFAOYSA-M,G,PMC6270971,,PMC:6270971,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6270971/,1625;1550;1280;800;765;620;480,Rudra,Y,exact,N,Y,full,Y,3,
c0532e7620b9400bbb96,G,PMC9382805,,PMC:9382805,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9382805/,3201;2928;1680;1736;1361;1224;1157;1550;...,Rudra,Y,exact,N,Y,full,Y,4,
d77a2b70ec1c2fa2ed4d,G,PMC10779794,,PMC:10779794,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10779794/,2929;1611;1513;1462;1313;1249;1175;1034;...,Rudra,Y,exact,N,Y,full,Y,4,
e2608b3c778da2fcca6b,G,PMC9572366,,PMC:9572366,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9572366/,3523;2953;1610;1519;1219;1153;1008,Rudra,Y,exact,N,Y,full,Y,4,
e67cbfbb51614aadfb13,G,PMC9457989,,PMC:9457989,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9457989/,3049;2918;2852;1821;1739;1574;1534;1480;...,Rudra,Y,exact,N,Y,full,Y,4,
9a5fb506f3cdd2d6efab,H,PMC7144003,,PMC:7144003,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7144003/,1024;1217;1462;1604;1655;3062;3212;3283,Rudra,Y,exact,N,Y,full,Y,4,
BHPZGDPLVAQYQY-NSCUHMNNSA-N,H,PMC8125089,,PMC:8125089,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8125089/,534;598;830;926;1209;1226;1496;1506;...,Rudra,Y,exact,N,Y,full,Y,5,
BLDUXOLBGZWLAK-UHFFFAOYSA-N,H,PMC8537530,,PMC:8537530,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537530/,700;764;799;830;924;979;1035;1109;...,Rudra,Y,exact,N,Y,full,Y,5,
DEISNXHXSZVOIW-LOYFLKLYSA-N,H,PMC6255448,,PMC:6255448,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6255448/,474;495;540;613;677;723;774;818;...,Rudra,Y,exact,N,Y,full,Y,5,
FAUONALAJNZKQU-GZTJUZNOSA-N,H,PMC8703412,,PMC:8703412,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8703412/,606;637;653;747;845;871;936;1026;...,Rudra,Y,exact,N,Y,full,Y,5,
FYKABSOOMUVHBX-UHFFFAOYSA-N,H,PMC8196987,,PMC:8196987,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8196987/,675;681;1612;1625;2208;3320;3350,Rudra,Y,exact,N,Y,full,Y,5,
JWHKRPOLZXSNCF-UHFFFAOYSA-N,H,PMC3002796,,PMC:3002796,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002796/,568;743;1316;1258;1032;1613;1650;1674;...,Rudra,Y,exact,N,Y,full,Y,5,
KDMJYZQBUWPQIO-UHFFFAOYSA-N,H,PMC8838066,,PMC:8838066,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8838066/,696;760;833;882;986;1034;1351;1405;...,Rudra,Y,exact,N,Y,full,Y,5,
KQFPQHRVXHUPOE-UHFFFAOYSA-N,H,PMC4041016,,PMC:4041016,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4041016/,3461;1730;1328;694;2924,Rudra,Y,exact,N,Y,full,Y,5,
MYAINPRZMZJZMT-PTNGSMBKSA-N,H,PMC8982280,,PMC:8982280,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8982280/,525;581;616;642;690;735;746;782;...,Rudra,Y,exact,N,Y,full,Y,5,
PVXLYWKIXHJDNC-UHFFFAOYSA-N,H,PMC12459522,,PMC:12459522,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12459522/,774;1214;1505;1600;2864;2963;3272,Rudra,Y,exact,N,Y,full,Y,5,
RFCYGSGLKQMBSM-QEFTXXKESA-N,H,PMC8531455,,PMC:8531455,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8531455/,1189;1584;3138;3337,Rudra,Y,exact,N,Y,full,Y,5,
RFMCRZNNFGCWGA-HZHRSRAPSA-N,H,PMC8703412,,PMC:8703412,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8703412/,604;617;651;636;665;690;722;741;...,Rudra,Y,exact,N,Y,full,Y,5,
RPCSNKMYDUVCJS-UHFFFAOYSA-N,H,PMC6268510,,PMC:6268510,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6268510/,725;1015;1105;1130;1185;1385;1425;1465;...,Rudra,Y,exact,N,Y,full,Y,5,
SQIWKOBDGCBHSM-YPPAURSZSA-N,H,PMC8125089,,PMC:8125089,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8125089/,446;472;548;827;959;1008;1179;1209;...,Rudra,Y,exact,N,Y,full,Y,5,
UARSSHHFKAHMFE-MBIQTGHCSA-N,H,PMC4743259,,PMC:4743259,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4743259/,3294;2963;783;2869;1250;725;1736;1647;...,Rudra,Y,exact,N,Y,full,Y,5,
b0541116818f33517186,H,PMC6272645,,PMC:6272645,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6272645/,840;910;928;1032;1049;1116;1137;1216;...,Rudra,Y,exact,N,Y,full,Y,5,
bbead70e06bc21c65b06,H,PMC6272645,,PMC:6272645,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6272645/,1079;1098;1469;1581;1718;2834;2935,Rudra,Y,exact,N,Y,full,Y,5,
ee4886b930d1f0d836a2,H,PMC12895000,,PMC:12895000,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12895000/,1347;1513;1562;1227;1079;3339;1657;3059,Rudra,Y,exact,N,Y,full,Y,5,
fd9e9f39ac03474bf79d,H,PMC6264341,,PMC:6264341,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6264341/,954;1133;1353;1433;1460;1690;2856;2929;...,Rudra,Y,exact,N,Y,full,Y,5,
